External ID,Name,Status,Last SO Create Date,Agency Region,County/Ward,Shipping Address,Phone,Day of Week,Monthly Options,Starting Time,Ending Time,By Appointment Only,Food Pantry Requirements,Date of Last Verification,Distribution Models,Food Format ,Additional Note on Hours of Operations
19588-PART-01,Clifton Park Baptist Church : Clifton Park Baptist Church,Active,2/19/2025,MD,MD Montgomery County,Attn: Clifton Park Baptist Church 8818 Piney Branch Rd Silver Spring MD 20903,(240) 372-3616,Thursday,Every week,9:00 AM,12:00 PM,No,"ID,Zip Code",10/3/2024,"Drive thru,Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries,Prepared meals","Serving residents from zip codes 20901, 20903, 20910, 20910"
19588-PART-01,Clifton Park Baptist Church : Clifton Park Baptist Church,Active,2/19/2025,MD,MD Montgomery County,Attn: Clifton Park Baptist Church 8818 Piney Branch Rd Silver Spring MD 20903,(240) 372-3616,Wednesday,Every week,11:00 AM,2:00 PM,No,"ID,Zip Code",10/3/2024,"Drive thru,Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries,Prepared meals","Serving residents from zip codes 20901, 20903, 20910, 20910"
19588-PART-01,Clifton Park Baptist Church : Clifton Park Baptist Church,Active,2/19/2025,MD,MD Montgomery County,Attn: Clifton Park Baptist Church 8818 Piney Branch Rd Silver Spring MD 20903,(240) 372-3616,Saturday,1st of the Month,8:30 AM,10:30 AM,No,,10/3/2024,"Drive thru,Walk up","Loose groceries,Pre-bagged or boxed groceries","Serving residents from zip codes 20901, 20903, 20910, 20910"
19594-PART-01,Oxon Hill Church of Christ : Oxon Hill Church of Christ,Active,2/15/2025,MD,MD Prince George's County,Attn: Oxon Hill Church of Christ 4201 Brinkley Road Temple Hills MD 20748,(301) 875-9322,Saturday,2nd and 4th of the Month,11:00 AM,1:00 PM,No,,9/23/2024,"Drive thru,Home Delivery",Pre-bagged or boxed groceries,
19595-PART-01,Beltsville Seventh-Day Adventist Church : Beltsville Adventist Community Center,Active,11/14/2024,MD,MD Prince George's County,Attn: Beltsville Adventist Community Center 4200 Ammendale Rd. Beltsville MD 20705,(301) 937-8119,Friday,4th of the Month,10:30 AM,1:30 PM,No,,9/25/2024,"Drive thru,Home Delivery","Loose groceries,Pre-bagged or boxed groceries",
19595-PART-01,Beltsville Seventh-Day Adventist Church : Beltsville Adventist Community Center,Active,11/14/2024,MD,MD Prince George's County,Attn: Beltsville Adventist Community Center 4200 Ammendale Rd. Beltsville MD 20705,(301) 937-8119,Wednesday,Every week,9:00 AM,2:00 PM,No,,10/2/2024,"Drive thru,Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",
19595-PART-01,Beltsville Seventh-Day Adventist Church : Beltsville Adventist Community Center,Active,11/14/2024,MD,MD Prince George's County,Attn: Beltsville Adventist Community Center 4200 Ammendale Rd. Beltsville MD 20705,(301) 937-8119,Tuesday,Every week,9:00 AM,2:00 PM,No,,10/3/2024,"Drive thru,Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",
19604-PART-01,Springfield Christian Church : Springfield Christian Church,Active,2/26/2025,VA,VA Fairfax County,Attn: Springfield Christian Church 5407 Backlick Rd Springfield VA 22151,(703) 507-6689,Thursday,Every week,1:30 PM,4:30 PM,No,Income,10/2/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries","Bring your ""Food Bank"" card"
19608-PART-01,Montgomery County Muslim Foundation : Montgomery County Muslim Foundation,Active,2/6/2025,MD,MD Montgomery County,Attn: Montgomery County Muslim Foundation 11 Park Ave Gaithersburg MD 20877,(301) 800-1597,Sunday,2nd of the Month,11:00 AM,12:30 PM,Yes,"ID,Income,Zip Code",11/6/2024,"Drive thru,Home Delivery,Walk up",Pre-bagged or boxed groceries,MCMF has  pantry distribution on 2nd Sunday or 3rd Sunday once a month. Panty is open Monday to Friday from 10 am to 5 pm and serve food to anyone who walks-in or make an appointment.
19616-PART-01,"Mt. Calvary Catholic Church Ladies of Charity Food Pantry : Mt. Calvary Catholic Church, Ladies of Charity Food Pantry",Active,2/12/2025,MD,MD Prince George's County,"Attn: Mt. Calvary Catholic Church, Ladies of Charity Food Pantry 6706 Marlboro Pike Forestville MD 20747",(301) 221-2546,Thursday,Every week,9:00 AM,11:30 AM,Yes,ID,10/10/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",
19634-PART-01,This Generation Ministries : This Generation Ministries,Active,2/7/2025,MD,MD Prince George's County,Attn: This Generation Ministries 9470 Annapolis Rd Suite 407 Lanham MD 20706,(240) 374-2901,Wednesday,Every week,1:30 PM,3:00 PM,No,,10/15/2024,Walk up,Pre-bagged or boxed groceries,
19653-PART-01,Groveton Baptist Church : Groveton Baptist Church,Active,2/22/2025,VA,VA Fairfax County,Attn: Groveton Baptist Church 6511 Richmond Highway  Alexandria VA 22306,(301) 648-5808,Friday,Every week,10:00 AM,3:00 PM,No,,9/25/2024,"Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",
19661-PART-01,Salvation Army - Arlington Corp : Salvation Army Arlington Corps,Active,2/26/2025,VA,VA Arlington County,Attn: Salvation Army Arlington Corps 518 S. Glebe Rd Arlington VA 22204,(703) 979-3380,Thursday,1st and 2nd of the Month,9:30 AM,3:00 PM,No,Income,9/26/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",Until supplies last
19661-PART-01,Salvation Army - Arlington Corp : Salvation Army Arlington Corps,Active,2/26/2025,VA,VA Arlington County,Attn: Salvation Army Arlington Corps 518 S. Glebe Rd Arlington VA 22204,(703) 979-3380,Thursday,1st and 2nd of the Month,9:30 AM,11:30 AM,No,Income,9/26/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",Until supplies last.
19690-PART-01,Mt. Jezreel Baptist Church : Mt. Jezreel Baptist Church,Active,2/12/2025,MD,MD Montgomery County,Attn: Mt. Jezreel Baptist Church 420 University Blvd East Silver Spring MD 20901,(301) 461-4257,Saturday,1st of the Month,10:00 AM,2:00 PM,No,,10/3/2024,"Drive thru,Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",No restrictions on client's location.  300 non-perishable food bags and produce distributed until gone.
19703-PART-01,CAC Wosem DC : CAC Wosem- 24th Place,Active,12/7/2024,DC,DC Ward 5,Attn: CAC Wosem DC- 24th 2130 24th Place NE Washington DC 20018,(240) 643-6445,Saturday,2nd of the Month,12:00 PM,2:00 PM,No,,9/30/2024,,"Loose groceries,Pre-bagged or boxed groceries",2nd Saturday of the month
19705-PART-01,WeSERVE CDC : WeSERVE CDC,Active,2/21/2025,VA,VA Prince William County,Attn: Praise Center Church of God In Christ 17948 Fraley Blvd Dumfries VA 22026,(571) 781-2722,Saturday,1st of the Month,11:00 AM,1:00 PM,No,ID,10/16/2024,"Drive thru,Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",Until food is gone!
19719-PART-01,Kings and Priests International Ministries : Kings and Priests International Ministries,Active,2/26/2025,MD,MD Montgomery County,Attn: Kings and Priests International Ministries 520 Randolph Road Silver Spring MD 20904,(301) 467-6646,Wednesday,1st and 3rd of the Month,5:00 PM,7:30 PM,No,"ID,Income,Zip Code",10/3/2024,"Drive thru,Walk up","Loose groceries,Pre-bagged or boxed groceries",
19719-PART-01,Kings and Priests International Ministries : Kings and Priests International Ministries,Active,2/26/2025,MD,MD Montgomery County,Attn: Kings and Priests International Ministries 520 Randolph Road Silver Spring MD 20904,(301) 467-6646,Sunday,Every week,12:30 PM,3:30 PM,No,"ID,Zip Code",10/2/2024,"Drive thru,Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",
19745-PART-01,Chrisma Charities : Chrisma Charities,Active,2/25/2025,MD,MD Montgomery County,Attn: Chrisma Charities 12805 Georgia Avenue Silver Spring MD 20906,,Monday,Every week,10:00 AM,12:00 PM,No,,10/7/2024,"Drive thru,Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",Participant pick-up/Silver Spring delivery locations
19745-PART-01,Chrisma Charities : Chrisma Charities,Active,2/25/2025,MD,MD Montgomery County,Attn: Chrisma Charities 12805 Georgia Avenue Silver Spring MD 20906,,Tuesday,Every week,10:00 AM,11:00 AM,No,,10/7/2024,Home Delivery,"Loose groceries,Pre-bagged or boxed groceries","Aspen Hill Apartments	13539 Georgia Ave, Silver Spring, MD  20906"
19745-PART-01,Chrisma Charities : Chrisma Charities,Active,2/25/2025,MD,MD Montgomery County,Attn: Chrisma Charities 12805 Georgia Avenue Silver Spring MD 20906,,Saturday,"1st, 2nd, and 4th of the Month",8:00 AM,,No,Income,10/7/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries","Wheaton Regional Park	1700 University Blvd. W, Wheaton, MD  20902"
19745-PART-01,Chrisma Charities : Chrisma Charities,Active,2/25/2025,MD,MD Montgomery County,Attn: Chrisma Charities 12805 Georgia Avenue Silver Spring MD 20906,,Friday,3rd of the Month,8:00 AM,,No,,10/7/2024,Home Delivery,Pre-bagged or boxed groceries,"Halpine Hamlet	5511 Halpine Place, Rockville, MD  20851"
19745-PART-01,Chrisma Charities : Chrisma Charities,Active,2/25/2025,MD,MD Montgomery County,Attn: Chrisma Charities 12805 Georgia Avenue Silver Spring MD 20906,,Saturday,3rd of the Month,8:00 AM,10:00 AM,No,,10/7/2024,"Drive thru,Walk up",Pre-bagged or boxed groceries,"Silver Spring Assembly (also storage location)	12805 Georgia Ave, Silver Spring, MD  20906"
19746-PART-01,CAC Bethel Fellowship Church : CAC Bethel Fellowship Church,Active,2/21/2025,MD,MD Prince George's County,Attn: CAC Bethel Fellowship Church 7513 Northern Avenue Glenn Dale MD 20769,(301) 352-2900,Saturday,3rd of the Month,9:00 AM,3:00 PM,No,,10/3/2024,"Drive thru,Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",
19770-PART-01,Apostolic Church Glorious Vision : Apostolic Church Glorious Vision,Active,2/3/2025,MD,MD Prince George's County,Attn: Apostolic Church Glorious Vision 3004 Enterprise Road Bowie MD 20721,(757) 275-3905,Sunday,2nd and 4th of the Month,1:00 PM,3:00 PM,No,Zip Code,10/3/2024,"Drive thru,Walk up","Loose groceries,Pre-bagged or boxed groceries",20721
19771-PART-01,"New Hope and Life Church of God, Inc : New Hope and Life Church of God, Inc.",Active,1/11/2025,MD,MD Prince George's County,"Attn: New Hope and Life Church of God, Inc. 8616 Edgeworth Drive Capitol Heights MD 20743",(202) 689-4393,Wednesday,Every week,10:00 AM,Until Food Runs Out,No,ID,9/12/2024,Drive thru,"Loose groceries,Pre-bagged or boxed groceries",Appointments can be made in case of emergency
19773-PART-01,"Cheer, Inc : Cheer, Inc.",Active,1/8/2025,MD,MD Montgomery County,"New Hampshire Estates Elementary School 8720 Carroll Avenue,  Silver Spring MD 20903",(301) 589-3633,Tuesday,1st of the Month,4:00 PM,5:30 PM,No,Zip Code,11/21/2024,Walk up,Pre-bagged or boxed groceries,
19796-PART-01,Oxon Hill UMC : Oxon Hill UMC,Active,2/15/2025,MD,MD Prince George's County,Attn: Oxon Hill UMC 6400 Livingston Road Oxon Hill MD 20745,(240) 687-1409,Thursday,Every week,11:00 AM,1:00 PM,No,,10/22/2024,"Drive thru,Walk up","Loose groceries,Pre-bagged or boxed groceries",
19798-PART-01,Christ Embassy Maryland : Christ Embassy Maryland,Active,2/19/2025,MD,MD Prince George's County,Attn: Christ Embassy Maryland 1221 Carraway Court Suite 1010 Largo MD 20774,(301) 537-1765,Saturday,Every week,10:00 AM,12:00 PM,No,,10/29/2024,Walk up,Pre-bagged or boxed groceries,
19805-PART-01,Calvary Episcopal Church : Calvary Episcopal Church,Active,1/30/2025,DC,DC Ward 6,Attn: Calvary Episcopal Church 509 I Street NE Washington DC 20002,(858) 405-6276,Saturday,3rd of the Month,10:00 AM,1:00 PM,Yes,Income,1/31/2025,Walk up,Pre-bagged or boxed groceries,
19819-PART-01,Impact One Church : Impact One Church,Active,2/26/2025,MD,MD Prince George's County,Attn: Impact One Church 7230 Central Avenue Capitol Heights MD 20743,(301) 333-2083,Saturday,2nd and 4th of the Month,11:00 AM,1:00 PM,Yes,ID,11/4/2024,Drive thru,"Loose groceries,Pre-bagged or boxed groceries","11 - until supplies last, please stress that client must register and receive an appointment  timeahead of time at this link: impactonechurch.churchcenter.com"
19823-PART-01,Royalhouse Chapel International : Royalhouse Chapel International,Active,2/25/2025,MD,MD Prince George's County,Attn: Royalhouse Chapel International 7911 Braygreen Road Laurel MD 20707,(301) 437-9441,Tuesday,Every week,12:30 PM,2:00 PM,Yes,Zip Code,10/2/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",
19823-PART-01,Royalhouse Chapel International : Royalhouse Chapel International,Active,2/25/2025,MD,MD Prince George's County,Attn: Royalhouse Chapel International 7911 Braygreen Road Laurel MD 20707,(301) 437-9441,Saturday,Every Other Week,9:00 AM,12:00 PM,No,Zip Code,10/3/2024,"Drive thru,Home Delivery","Loose groceries,Pre-bagged or boxed groceries",Drive through
19836-PART-01,Jamil-UL Jalil : Jamil-UL Jalil,Active,2/18/2025,MD,MD Prince George's County,Attn: Jamil-UL Jalil 10845 Lanham Severn Road Glenn Dale MD 20769,(240) 381-1143,Friday,2nd and 3rd of the Month,9:30 AM,11:00 AM,No,,10/22/2024,"Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",Distribution stopped for prayer time
19838-PART-01,Antioch Baptist Church of Clinton : Antioch Baptist Church of Clinton,Active,1/28/2025,MD,MD Prince George's County,Attn: Antioch Baptist Church of Clinton 9107 Pine View Lane Clinton MD 20735,(301) 868-3877,Friday,2nd of the Month,2:00 PM,5:00 PM,No,Zip Code,9/23/2024,"Drive thru,Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",Montgomery and Prince Georges County residents
19838-PART-01,Antioch Baptist Church of Clinton : Antioch Baptist Church of Clinton,Active,1/28/2025,MD,MD Prince George's County,Attn: Antioch Baptist Church of Clinton 9107 Pine View Lane Clinton MD 20735,(301) 868-3877,Saturday,2nd of the Month,10:00 AM,1:00 PM,No,Zip Code,9/23/2024,"Drive thru,Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",Montgomery and Prince Georges County residents
19843-PART-01,St. Matthias Catholic Church : St. Matthias Catholic Church,Active,2/13/2025,MD,MD Prince George's County,Attn: St. Matthias Catholic Church 9475 Annapolis Lanham MD 20706,(301) 459-4814,As Needed,2nd of the Month,8:00 AM,12:00 PM,No,,10/10/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",Service Insights ID
19843-PART-01,St. Matthias Catholic Church : St. Matthias Catholic Church,Active,2/13/2025,MD,MD Prince George's County,Attn: St. Matthias Catholic Church 9475 Annapolis Lanham MD 20706,(301) 459-4814,Friday,2nd and 4th of the Month,9:00 AM,Until Food Runs Out,No,ID,9/23/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",Service Insights ID card
19856-PART-01,Guru Nanak Foundation of America (GNFA) : Guru Nanak Foundation of America (GNFA),Active,2/16/2025,MD,MD Montgomery County,Attn: Guru Nanak Foundation of America (GNFA) 12917 Old Columbia Pike Silver Spring MD 20904,(301) 728-7138,Sunday,2nd and 4th of the Month,12:00 PM,3:00 PM,No,,10/4/2024,"Drive thru,Walk up","Loose groceries,Pre-bagged or boxed groceries",None
19873-PART-01,GAP Food Program : GAP Food Program,Active,1/6/2025,MD,MD Prince George's County,Attn: Destiny International Christian Center 6715 Suitland Road Morningside MD 20746,(202) 528-4321,Sunday,Every week,10:30 AM,1:00 PM,No,,11/22/2024,"Drive thru,Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",
21711-PART-01,La Iglesia Episcopal de Santa Maria : La Iglesia Episcopal de Santa Maria,Active,2/26/2025,VA,VA Fairfax County,Attn: La Iglesia de Santa Maria 7000 Arlington Blvd Falls Church VA 22042,(703) 244-1158,Tuesday,1st and 3rd of the Month,4:00 PM,6:00 PM,No,"Income,Zip Code",9/24/2024,"Drive thru,Walk up","Loose groceries,Pre-bagged or boxed groceries",
21874-PART-01,DMV Food Justice Initiative : DMV Food Justice Initiative,Active,2/24/2025,VA,VA Fairfax County,Attn: DMV Food Justice Initiative 3110 Chichester Lane Fairfax VA 22031,(202) 415-9757,Tuesday,Every week,10:00 AM,12:00 PM,No,Zip Code,9/23/2024,"Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",
21947-PART-01,Celestial Church of Christ : Celestial Church of Christ,Active,2/15/2025,DC,DC Ward 5,Attn: Celestial Church of Chirst 1880 Adams Street NE Washington DC 20018,(240) 467-8399,Saturday,4th of the Month,12:00 PM,2:00 PM,No,,10/11/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",
22016-PART-01,Park Road Community Church : Park Road Community Church,Active,11/5/2024,DC,DC Ward 1,Attn: Park Road Community Church 1019 Park Road NW Washington DC 20010,(202) 740-7890,Tuesday,3rd of the Month,12:00 PM,2:00 PM,No,,10/16/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",
22017-PART-01,Loaves & Fishes : Loaves & Fishes,Active,2/6/2025,DC,DC Ward 1,Attn: Loaves & Fishes 1525 Newton St NW Washington DC 20910,(240) 855-5874,Sunday,Every week,8:30 AM,11:30 AM,No,,10/30/2024,"Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",No verification required
22207-PART-01,Burke United Methodist Church : Burke United Methodist Church,Active,2/22/2025,VA,VA Fairfax County,Attn: Burke United Methodist Church 6200 Burke Centre Parkway Burke VA 22015,(703) 250-6100,Thursday,Every week,6:00 PM,7:00 PM,No,Zip Code,9/29/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",
22207-PART-01,Burke United Methodist Church : Burke United Methodist Church,Active,2/22/2025,VA,VA Fairfax County,Attn: Burke United Methodist Church 6200 Burke Centre Parkway Burke VA 22015,(703) 250-6100,Tuesday,Every week,1:00 PM,2:00 PM,No,Zip Code,9/29/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",
22207-PART-01,Burke United Methodist Church : Burke United Methodist Church,Active,2/22/2025,VA,VA Fairfax County,Attn: Burke United Methodist Church 6200 Burke Centre Parkway Burke VA 22015,(703) 250-6100,Saturday,Every week,9:00 AM,10:00 AM,No,Zip Code,9/29/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",
22261-PART-01,Greater Little Zion Baptist Church : Greater Little Zion Baptist Church,Active,1/9/2025,VA,VA Fairfax County,Attn: Greater Little Zion Baptist Church 10185 Zion Dr Fairfax VA 22032,(703) 728-4513,Saturday,3rd of the Month,10:00 AM,12:00 PM,No,,9/25/2024,"Drive thru,Home Delivery","Loose groceries,Pre-bagged or boxed groceries",
22380-PART-01,She Believes in Me : She Believes in Me,Active,10/21/2024,VA,VA Fairfax County,Attn: She Believes in Me 761 Elden Street Herndon VA 20170,(703) 328-2512,Wednesday,Every week,10:00 AM,11:00 AM,No,Zip Code,2/6/2025,"Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",
22380-PART-01,She Believes in Me : She Believes in Me,Active,10/21/2024,VA,VA Fairfax County,Attn: She Believes in Me 761 Elden Street Herndon VA 20170,(703) 328-2512,Saturday,Every week,9:30 AM,10:30 AM,No,ID,2/6/2025,"Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",
22380-PART-01,She Believes in Me : She Believes in Me,Active,10/21/2024,VA,VA Fairfax County,Attn: She Believes in Me 761 Elden Street Herndon VA 20170,(703) 328-2512,Monday,Every week,10:00 AM,11:00 AM,No,Zip Code,2/6/2025,"Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",
22459-PART-01,Love Donation Pantry : Love Donation Pantry,Active,2/24/2025,MD,MD Prince George's County,Attn: Love Donation Pantry 3450 Laurel Fort Meade Rd. Suite 101 Laurel MD 20708,(240) 486-4213,Friday,Every week,12:00 PM,Until Food Runs Out,No,,10/10/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",
22531-PART-01,Gaithersburg HELP : Gaithersburg HELP,Active,1/27/2025,MD,MD Montgomery County,Attn: Gaithersburg HELP 301 Muddy Branch Road Gaithersburg MD 20878,(301) 216-2510,Monday,Every week,5:00 PM,6:30 PM,Yes,"ID,Zip Code",9/23/2024,"Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",We require identification and proof of residence. We serve any resident in our service area. A service area map is available on our website at www.gaithersburghelp.org.
22531-PART-01,Gaithersburg HELP : Gaithersburg HELP,Active,1/27/2025,MD,MD Montgomery County,Attn: Gaithersburg HELP 301 Muddy Branch Road Gaithersburg MD 20878,(301) 216-2510,Tuesday,Every week,5:00 PM,6:30 PM,Yes,"ID,Zip Code",9/23/2024,"Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",We require identification and proof of residence. We serve any resident in our service area. A service area map is available on our website at www.gaithersburghelp.org.
22531-PART-01,Gaithersburg HELP : Gaithersburg HELP,Active,1/27/2025,MD,MD Montgomery County,Attn: Gaithersburg HELP 301 Muddy Branch Road Gaithersburg MD 20878,(301) 216-2510,Wednesday,Every week,5:00 PM,6:30 PM,Yes,"ID,Zip Code",9/23/2024,"Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",We require identification and proof of residence. We serve any resident in our service area. A service area map is available on our website at www.gaithersburghelp.org.
22531-PART-01,Gaithersburg HELP : Gaithersburg HELP,Active,1/27/2025,MD,MD Montgomery County,Attn: Gaithersburg HELP 301 Muddy Branch Road Gaithersburg MD 20878,(301) 216-2510,Thursday,Every week,5:00 PM,6:30 PM,Yes,"ID,Zip Code",9/23/2024,"Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",We require identification and proof of residence. We serve any resident in our service area. A service area map is available on our website at www.gaithersburghelp.org.
22531-PART-01,Gaithersburg HELP : Gaithersburg HELP,Active,1/27/2025,MD,MD Montgomery County,Attn: Gaithersburg HELP 301 Muddy Branch Road Gaithersburg MD 20878,(301) 216-2510,Friday,Every week,5:00 PM,6:30 PM,Yes,"ID,Zip Code",9/23/2024,"Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",We require identification and proof of residence. We serve any resident in our service area. A service area map is available on our website at www.gaithersburghelp.org.
22555-PART-02,Annandale UMC : Annandale UMC,Active,2/22/2025,VA,VA Fairfax County,Attn: Annandale UMC 7901 Heritage Drive Annandale VA 22003,(703) 217-2514,Thursday,Every week,4:00 PM,6:30 PM,No,"ID,Zip Code",11/4/2024,Walk up,Pre-bagged or boxed groceries,Photo ID and proof of residency in 22003 ZIPcode. One food pickup per week per household.
22561-PART-01,NW Community Food : NW Community Food,Active,2/20/2025,DC,DC Ward 3,Attn: NW Community Food 4225 Connecticut AVE NW Washington DC DC 20008,(202) 594-0399,Sunday,Every week,1:00 PM,3:00 PM,No,,9/24/2024,"Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries,Prepared meals",
22580-PART-01,First Alliance Church : First Alliance Church,Active,2/20/2025,MD,MD Montgomery County,Attn: First Alliance Church 14500 New Hampshire Ave Silver Spring MD 20904,(301) 785-8571,Tuesday,4th of the Month,6:00 PM,8:00 PM,No,,9/23/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",This is our indoor walk-in food pantry.  Please bring your own bags.
22580-PART-01,First Alliance Church : First Alliance Church,Active,2/20/2025,MD,MD Montgomery County,Attn: First Alliance Church 14500 New Hampshire Ave Silver Spring MD 20904,(301) 785-8571,Saturday,2nd of the Month,9:30 AM,11:30 AM,No,,9/23/2024,Drive thru,"Loose groceries,Pre-bagged or boxed groceries",This is our drive thru event in the church parking lot.
22633-PART-01,St Matthews Ken Jackson Food Closet : St. Matthews Ken Jackson Food Closet,Active,1/21/2025,VA,VA Fairfax County,Attn: St. Matthews UMC 8617 Little River Turnpike Annandale VA 22003,(703) 978-3500,Monday,Every week,5:00 PM,6:30 PM,No,ID,9/4/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries","Distribution at door 3, Far left from front of church"
22633-PART-01,St Matthews Ken Jackson Food Closet : St. Matthews Ken Jackson Food Closet,Active,1/21/2025,VA,VA Fairfax County,Attn: St. Matthews UMC 8617 Little River Turnpike Annandale VA 22003,(703) 978-3500,Friday,Every week,9:00 AM,10:30 AM,No,ID,9/4/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries","Distribution at door 3, Far left from front of church"
22634-PART-01,Grace Baptist Church : Grace Baptist Church,Active,2/20/2025,MD,MD Prince George's County,Attn: Grace Baptist Church 3121 Trinity Drive Bowie MD 20715,(301) 262-1767,Saturday,Every week,9:00 AM,11:30 AM,Yes,,9/23/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",Participants must register for an appointment. We currently have a waitlist for new clients.
22639-PART-01,Ports Town Church : Ports Town Church,Active,2/21/2025,MD,MD Prince George's County,Attn: Port Towns Church 4500 57th Ave Bladensburg MD 20717,(301) 525-6328,Monday,1st of the Month,6:00 PM,9:00 PM,No,,9/25/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",
22639-PART-01,Ports Town Church : Ports Town Church,Active,2/21/2025,MD,MD Prince George's County,Attn: Port Towns Church 4500 57th Ave Bladensburg MD 20717,(301) 525-6328,Sunday,3rd of the Month,11:00 AM,1:00 PM,No,,9/20/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",We will have boxes of non-perishable items available
22663-PART-01,St. Peters in the Woods : St. Peters in the Woods,Active,2/24/2025,VA,VA Fairfax County,Attn: St. Peters in the Woods 5911 Fairview Woods Drive Fairfax Station VA 22039,(703) 503-9210,Saturday,1st of the Month,11:00 AM,11:30 AM,No,,10/1/2024,Walk up,Pre-bagged or boxed groceries,
19024-PART-02,Community Support Systems Inc : Community Support Systems Inc BADEN,Active,2/25/2025,MD,MD Prince George's County,Attn: Community Support Systems Inc BADEN 13500 Baden Westwood Road Brandywine MD 20613,(301) 372-1491,Friday,Every week,9:30 AM,11:00 AM,No,"ID,Income,Zip Code",1/2/2025,"Drive thru,Home Delivery,Walk up",Pre-bagged or boxed groceries,Closed Friday 12/27
19582-PART-01,We Are Family : We Are Family,Active,2/24/2025,DC,DC Ward 1,Attn: We Are Family 3335 Sherman Ave NW Washington DC 20001,(202) 487-8698,Saturday,3rd and 4th of the Month,10:00 AM,6:00 PM,No,,9/20/2024,Home Delivery,Pre-bagged or boxed groceries,"Provide emergency food by request, as needed. Please call Mark Andersen at 202-487-8698 to get more information. Thanks!"
19776-PART-01,Friends Of Douglas Community Center : Friends Of Douglass Community Center,Active,2/26/2025,DC,DC Ward 8,Attn: Friends Of Douglas Community Center 3261 Stanton Road SE Washington DC 20020,(202) 285-5354,Thursday,Every week,12:00 PM,6:00 PM,No,"ID,Income,Zip Code",12/17/2024,"Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",
19776-PART-01,Friends Of Douglas Community Center : Friends Of Douglass Community Center,Active,2/26/2025,DC,DC Ward 8,Attn: Friends Of Douglas Community Center 3261 Stanton Road SE Washington DC 20020,(202) 285-5354,Saturday,1st of the Month,9:00 AM,12:00 PM,Yes,"ID,Income,Zip Code",9/20/2024,"Home Delivery,Walk up","Loose groceries,Pre-bagged or boxed groceries",
19768-PART-01,A Place For Hashem Ministries : A Place for Hashem Ministries,Active,2/14/2025,MD,MD Prince George's County,A Place for Hashem Ministries 8100 Malcolm Rd Clinton MD 20735,,Saturday,1st of the Month,9:00 AM,12:00 PM,No,,9/29/2024,"Drive thru,Home Delivery,Walk up",Pre-bagged or boxed groceries,
